event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI6921,"28 June 2022",2022,2,"Strategic developments","Strategic developments",Other,"Military Forces of Mali (2021-)","Wagner Group",1,,,0,10,,466,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,1,"Undisclosed Source; Facebook","Local partner-Other","Other: Around 28 June 2022 (between 28 - 29 June), FAMa and Wagner forces carried out an operation in I-n-Deliman (Ansongo, Gao). The force seized motorcycles.",0,,1657560244
MLI6906,"27 June 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)","Arab Ethnic Group (Mali); Songhai Ethnic Group (Mali)",7,27,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Alahaham,16.258,0.5275,1,"Whatsapp; Undisclosed Source","Local partner-Other","Looting: On 27 June 2022, presumed IS Sahel militant seized two vehicles and 'mistreated' members of the Arab Kounta and Songhai communities in Alahaham, in Anchawadi Commune (Gao, Gao).",0,,1657036697
MLI6912,"27 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Perta,13.9773,-4.4291,1,"Undisclosed Source","Local partner-Other","On 27 June 2022, JNIM militants killed a Donso militiaman in the village of Perta (Djenne, Mopti).",1,,1657036698
MLI6920,"27 June 2022",2022,2,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Muslim Group (Mali); Unidentified Communal Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,"Togue Mourari",Moura,14.3294,-4.5991,2,"Twitter; Undisclosed Source","Local partner-Other","Around 27 June 2022 (week of), JNIM militants abducted a delegation of thirty people including notables, marabouts, and other influential persons from Macina who travelled to negotiate the return of people displaced in the area of Moura (Djenne, Mopti). Most of the abducted were released, although three persons were kept detained.",0,,1657560244
MLI6892,"26 June 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Aid Workers (International)",7,37,,466,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,"Undisclosed Source","Local partner-Other","Looting: On 26 June 2022, an unidentified armed group vandalized and looted the offices of an international NGO in the town of Lere (Niafunke, Tombouctou).",0,,1657036698
MLI6905,"26 June 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Muslim Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,"Ouro Modi","Ouro Modi",14.2807,-4.6037,1,"Undisclosed Source","Local partner-Other","On 26 June 2022, JNIM militants abducted three people including the son of the imam in the village of Ouro Modi (Mopti, Mopti).",0,,1657036698
MLI6893,"25 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Twitter; Whatsapp; Undisclosed Source","Local partner-Other","On 25 June 2022, an unidentified armed group aboard a motorcycle killed the son of the Tessit mayor and his friend in the Chateau quarter in the city of Gao (Gao, Gao)",2,,1657036697
MLI6904,"25 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Women (Mali)",6,,,0,60,,466,"Western Africa",Mali,Mopti,Bandiagara,Sangha,Yendouma,14.5562,-3.2414,1,Twitter,"New media","On 25 June 2022, a number of women demonstrated in the village of Yendouma (Bandiagara, Mopti). The women opposed the installation of a checkpoint by Dan Na Ambassagou militiamen in the village.",0,"crowd size=no report",1657036698
MLI6898,"25 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Bozo Ethnic Group (Mali); Fishers (Mali)",7,27,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Toun,14.1319,-4.5231,2,"Undisclosed Source","Local partner-Other","Displacement: On 25 June 2022, JNIM militants forcibly evicted Bozo fishers in several hamlets between Toun and Koloye (Djenne, Mopti).",0,,1657036698
MLI6903,"25 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Kounti-Marka,13.9795,-4.2879,1,"Undisclosed Source","Local partner-Other","On 25 June 2022, JNIM militants and Donso militiamen exchanged gunfire in the village of Kounti-Marka (Djenne, Mopti). There were no casualties.",0,,1657036698
MLI6866,"24 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Dorobougou,13.9918,-4.3308,1,"Twitter; Undisclosed Source","Local partner-Other","On 24 June 2022, JNIM militants and Donso militiamen clashed in the village of Dorobougou (Djenne, Mopti). Two militiamen were killed.",2,,1656348316
MLI6875,"24 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group; Dan Na Ambassagou",1,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali); Refugees/IDPs (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Ouonkoro,Ouenkoro,13.3821,-3.8308,2,"Undisclosed Source; Whatsapp","Local partner-Other","On 24 June 2022, FAMa, Wagner, and Dan Na Ambassagou forces killed several IDPs from the Fulani community in hamlets in the communes of Ouenkoro and Sokoura (Bankass, Mopti). Unknown fatalities are coded as 10. Fatalities are split across two events.",5,,1656348316
MLI6876,"24 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group; Dan Na Ambassagou",1,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali); Refugees/IDPs (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Sokoura,Sokoura,13.5025,-3.766,2,"Whatsapp; Undisclosed Source","Local partner-Other","On 24 June 2022, FAMa, Wagner, and Dan Na Ambassagou forces killed several IDPs from the Fulani community in hamlets in the communes of Sokoura and Ouenkoro (Bankass, Mopti). Unknown fatalities are coded as 10. Fatalities are split across two events.",5,,1656348316
MLI6886,"24 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,2,"Whatsapp; Undisclosed Source","Local partner-Other","Non-violent activity: On 24 June 2022, JNIM militants intercepted five buses and two trucks near Lere (Niafunke, Tombouctou). The militants forced the vehicles to return toward Niono after almost reaching their destination along the axes Niono-Dogofry-Nampala-Lere.",0,,1656348316
MLI6865,"24 June 2022",2022,1,"Political violence",Battles,"Armed clash","Dan Na Ambassagou",,4,"JNIM: Group for Support of Islam and Muslims",,2,24,,466,"Western Africa",Mali,Mopti,Bandiagara,Timiri,Bourkouma,13.8519,-4.0333,2,"Le Pays Dogon",Subnational,"On 24 June 2022, Dan Na Ambassagou militiamen and JNIM militants clashed between Bourkouma and Tintinri (Bandiagara, Mopti). Casualties unknown.",0,,1656348317
MLI6885,"24 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Labor Group (Mali)",7,27,,466,"Western Africa",Mali,Segou,Niono,Nampalari,Nampala,15.2797,-5.5534,2,"Undisclosed Source","Local partner-Other","Non-violent activity: On 24 June 2022, JNIM militants intercepted two buses on the road between Nampala and Dogofry (Niono, Segou). The militants forced the vehicles to return towards Niono.",0,,1656348317
MLI6877,"24 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Femaye,Tiekorobougou,13.9933,-4.4594,1,"Undisclosed Source","Local partner-Other","On 24 June 2022, JNIM militants attacked the village of Tiekorobougou (Djenne, Mopti). The militants attacked the village to prevent the farmers from sowing. There were no casualties.",0,,1656348317
MLI6917,"24 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Gorai,14.0953,-3.8519,1,Twitter,"New media","Displacement: On 24 June 2022, JNIM militants evicted residents in the village of Gorai (Bandiagara, Mopti).",0,,1657036698
MLI6863,"23 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Ndobougou,13.9943,-4.2936,1,"Undisclosed Source; Twitter","Local partner-Other","On 23 June 2022, JNIM militants and Donso militiamen clashed in the village of Ndobougou (Djenne, Mopti). Two militiamen were killed.",2,,1656348316
MLI6864,"23 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,,466,"Western Africa",Mali,Segou,Tominian,Timissa,Mamadaga,13.8196,-4.0973,2,"Undisclosed Source; Le Pays Dogon","Local partner-Other","On 23 June 2022, JNIM militants and Dan Na Ambassagou militiamen clashed in the surroundings of Mamadaga (Tominian, Segou). Four militiamen and three militants were killed.",7,,1656348316
MLI6874,"23 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Kayes,Diema,Fassoudebe,Fassoudebe,15.1188,-9.4343,2,"Studio Tamani",National,"On 23 June 2022, unidentified gunmen aboard motorcycles attacked marketgoers between Fassoudebe (Diema, Kayes) and Yerere (Nioro, Kayes). The gunmen robbed cash and severely wounded one person.",0,,1656348317
MLI6890,"23 June 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,2,Twitter,"New media","On 23 June 2022, a MINUSMA armored vehicle hit an IED likely planted by JNIM militants in the area of Ber (Ber, Tombouctou). Eight Burkinabe peacekeepers were wounded and the vehicle damaged.",0,,1656348317
MLI6873,"23 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Talataye,Erajoun,16.6909,1.721,1,"Undisclosed Source","Local partner-Other","On 23 June 2022, IS Sahel militants attacked the village of Erajoun (Ansongo, Gao). Six people were killed and livestock seized.",6,,1656348317
MLI6862,"23 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Koulikoro,Dioila,Guegneka,Fana,12.7787,-6.9564,1,"Mali Actu; aBamako; Studio Tamani; Twitter; Mali 24","New media-National","On 23 June 2022, JNIM militants aboard motorcycles attacked a police station in the town of Fana (Dioila, Koulikoro). One policeman was killed and another severely wounded. One presumed assailant was subsequently arrested by the police in possession of belongings including a handgun of the policeman killed. JNIM claimed responsibility and said it seized weapons and ammunition.",1,,1657036697
MLI6861,"22 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,,466,"Western Africa",Mali,Segou,Tominian,Timissa,Mamadaga,13.8196,-4.0973,1,"Twitter; Le Pays Dogon","New media-National","On 22 June 2022, JNIM militants and Dan Na Ambassagou militiamen clashed in the village of Mamadaga (Tominian, Segou). The militants killed three militiamen, burned the village, and seized all livestock.",3,,1656348316
MLI6882,"22 June 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,"Undisclosed Source; Studio Tamani","Local partner-Other","Looting: On 22 June 2022, overnight unidentified gunmen robbed passengers of their belongings aboard two transport vehicles about 15km west of the town of Menaka (Menaka, Menaka).",0,,1656348316
MLI6884,"22 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Koumaga,13.9852,-4.3992,2,"Undisclosed Source","Local partner-Other","Non-violent activity: On 22 June 2022, JNIM militants chased away farmers near the village of Koumaga (Djenne, Mopti). The farmers intended to sow after good rainfall in the area.",0,,1656348317
MLI6860,"21 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"Whatsapp; Twitter; Undisclosed Source","Local partner-Other","On 21 June 2022, a MINUSMA vehicle hit an IED likely planted by JNIM militants in the Aliou quarter in the town of Kidal (Kidal, Kidal). Exchanges of gunfire at distance ensued the explosion. Peacekeepers arrested two suspects. There were no casualties.",0,,1656348316
MLI6872,"21 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dan Na Ambassagou",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Petaka,Petaka,15.02,-2.849,1,"Whatsapp; Twitter","New media","On 21 June 2022, presumed JNIM militants attacked the village of Petaka (Douentza, Mopti). The militants destroyed a Dan Na Ambassagou checkpoint and shot and wounded one person.",0,,1656348316
MLI6891,"21 June 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Mali)",,5,,,0,50,,466,"Western Africa",Mali,Mopti,Bankass,Bankass,Bankass,14.0775,-3.5159,1,"Whatsapp; Mali Jet; AFP; Studio Tamani","New media-Subnational","On 21 June 2022, dozens of residents staged a demonstration against insecurity and lack of reaction by the authorities in the town of Bankass (Bankass, Mopti). The demonstrators barricaded roads and announced civilian disobedience.",0,"crowd size=dozens",1656348316
MLI6853,"21 June 2022",2022,2,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Mopti,Bankass,Sokoura,Sama,13.5902,-3.9506,2,FAMAMali,National,"Around 21 June 2022 (between 20 - 22 June), Malian Armed Forces (FAMa) claimed that airstrikes killed 59 'jihadists' (suspected to be JNIM) in the forest between Sama and Soso (Bankass, Mopti).",59,,1656348317
MLI6902,"21 June 2022",2022,2,"Strategic developments","Strategic developments","Disrupted weapons use","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,"JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel)",,2,28,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Djebok,16.3464,0.3067,2,"Undisclosed Source","Local partner-Other","Defusal: Around 21 June 2022 (between 21 - 22 June), peacekeepers from the Jordanian MINUSMA contingent discovered and dismantled an IED likely planted by JNIM or IS Sahel militants between Djebok and Gao (Gao, Gao).",0,,1657036698
