event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP1206,"07 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Cyprus Mail",National,"On 7 July 2022, residents of the Kokkinotrimithia area rallied outside parliament in Nicosia shouting slogans to protest over the overcrowded Pournara migrant reception center and the perceived indifference of their MPs. They protested against crime and drug use among migrants loitering outside the center, but also expressed fears over their health following an outbreak of transmissible diseases in the camp.",0,"crowd size=no report",1657635466
CYP1204,"07 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 7 July 2022, unionists affiliated with Hur-Is rallied outside the Prime Minister's office in Northern Nicosia laying a black wreath and shouting slogans against the subcontractor system, which they described as 'slavery'. The protesters accused the PM of failing to address this issue and of not keeping promises regarding a minimum wage.",0,"crowd size=no report",1657635466
CYP1201,"06 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","CTP: Republican Turkish Party; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Detay; SigmaLive",National,"On 6 July 2022, members of CTP rallied outside the Prime Minister's office in Northern Nicosia accusing the government, which they consider to be illegitimate, of corruption amid problems in the fuel supply and continuous power cuts. The protesters accused KIB-TEK, the Turkish Cypriot Electricity Authority, of purchasing fuel without tender and demanded to see the contracts. Before the rally, CTP had applied to the Constitutional Court for the annulment of the decision.",0,"crowd size=no report",1657635466
CYP1202,"06 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Farmers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Xylofagou,34.9799,33.8495,1,"Cyprus Mail; SigmaLive",National,"On 6 July 2022, potato farmers lined up their tractors and held banners to protest over the high cost of fertilizer and fuel ahead of a presidential visit in Xylofagou. The President met with the farmers and promised support.",0,"crowd size=no report",1657635466
CYP1203,"06 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Government of Northern Cyprus (2020-); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Kyrenia,,,Kyrenia,35.3363,33.3173,1,Detay,National,"On 6 July 2022, employees of the Motor Vehicles Unit of the Kyrenia Revenue and Tax Office organized by KTAMS and Vergi-Sen participated in a strike-protest over the lack of personnel. The president of KTAMS also participated in the protest.",0,"crowd size=no report",1657635466
CYP1205,"03 July 2022",2022,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Akaki,35.1345,33.1296,1,"Cyprus Mail",National,"Around 3 July 2022, residents of Akaki rallied against the government's policy of putting barbed wire barriers, stretching many kilometers along the Green Line, and metal gates in their communities to prevent the arrival of irregular migrants into the Republic of Cyprus. The government was erecting an 11km razor wire barrier along the buffer zone from Astromeritis to the old Nicoosia airport.",0,"crowd size=no report",1657635466
CYP1187,"30 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Refugees/IDPs (International)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 30 June 2022, about 50 asylum seekers from the Republic of Congo held an anti-racism protest in Nicosia over their living conditions in the Pournara migrant reception center and delays in the examination of their applications. They marched to the civil registry and migration department holding 'Black Lives Matter' signs demanding equality and the right to employment. Strong police forces observed the demonstration.",0,"crowd size=about 50",1657040027
CYP1189,"30 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Kurdish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Cyprus Mail",National,"On 30 June 2022, members of the Theofilos Kurdistan cultural center marched to parliament in Nicosia to protest after the Kurdish Workers' Party PKK was referred to as a 'terrorist' organization during the NATO summit in Madrid. The protesters asked the international forces to demand Turkey implement international law and stops the massacre of the Kurdish people. They were received by the Director General of the House of Representatives on behalf of the house president.",0,"crowd size=no report",1657040027
CYP1196,"29 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 29 June 2022, on the 8th day that Turkish Cypriot unionists rallied outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, the head of Kamu-Is held a speech. The protesters described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1199,"29 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus); Greek Ethnic Group (Cyprus); Turkish Ethnic Group (Cyprus); Labor Group (Cyprus); KTOEOS: Cyprus Turkish Secondary School Teachers Union",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 29 June 2022, Turkish Cypriot teachers' unions KTOS and KTOEOS and trade unionists DEV-IS joined Greek Cypriot teachers at the English School in Nicosia, organized by the English School Staff Union (ESSA), to protest the management of the school.",0,"crowd size=no report",1657040028
CYP1186,"29 June 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Cyprus (2013-2023)","Police Forces of Cyprus (2013-2023); Private Security Forces (Cyprus)",1,,,0,10,,196,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,Philenews,National,"Security measures: On 29 June 2022, the Interior Ministry of the Republic of Cyprus placed an additional second fence around the overcrowded Pournara refugee reception center in Kokkinotrimithia and stationed additional guards, both police officers and private security guards, to prevent migrants from leaving the camp without permission, following an outbreak of transmissible diseases, including AIDS, hepatitis, syphilis and tuberculosis.",0,,1677016121
CYP1195,"28 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 28 June 2022, Turkish Cypriot unionists rallied for a 7th day outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, and described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1188,"28 June 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,"Police Forces of Northern Cyprus (2020-)",,1,16,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 28 June 2022, employees of Kib-Tek, the Turkish Cypriot Electricity Authority, protested in Nicosia during a meeting with the president of EL-SEN, the Turkish Cypriot Electricity Authority Employees' Union. They started shouting slogans and demanded the resignation of the union president. Police removed the protesters who would not leave the premises.",0,"crowd size=no report",1657040028
CYP1194,"27 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 27 June 2022, Turkish Cypriot unionists rallied for a 6th day outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, and described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1198,"27 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 27 June 2022, teachers at the English School in Nicosia organized by the English School Staff Union (ESSA) marched to the roundabout junction opposite the Presidential Palace to protest the management of the school.",0,"crowd size=no report",1657040028
CYP1193,"26 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 26 June 2022, Turkish Cypriot unionists rallied for a 5th day outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, and described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1185,"25 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Cyprus Green Party",6,"Protesters (Cyprus)",,6,66,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,"Cyprus Mail; Philenews",National,"On 25 June 2022, environmental groups and members of the Cyprus Green Party marched to Pafos town hall against development plans for the national park of Akamas, the last pristine coastal area in the Republic of Cyprus. At the same time, local landowners and hunters marched to counter-protest for 'rational development', so that the area can thrive economically and offer opportunities to prevent young people from leaving their communities. They rallied opposite the town hall at Kennedy square and submitted a petition to the Paphos district officer. Both demonstrations were observed by strong police forces.",0,"crowd size=no report",1657040027
CYP1192,"25 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 25 June 2022, Turkish Cypriot unionists rallied for a 4th day outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, and described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1177,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Health Workers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 24 June 2022, nursing staff at Athalassa psychiatric hospital in Nicosia, supported by union PASYDY, staged a 2-hour work stoppage to protest overcrowding and understaffing at the facility.",0,"crowd size=no report",1656435886
CYP1191,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 24 June 2022, Turkish Cypriot unionists rallied for a third day outside the Prime Minister's office in Northern Nicosia to protest against hiring contractors rather than employees for cleaning in government offices, ministries and especially state schools, and described the current system as 'slavery'. The also protested over unpaid wages.",0,"crowd size=no report",1657040028
CYP1197,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 24 June 2022, teachers at the English School in Nicosia organized by the English School Staff Union (ESSA) rallied for a second time to protest the management of the school.",0,"crowd size=no report",1657040028
CYP1179,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 24 June 2022, personnel from the agriculture ministry's environment department, members of the civil servants' union Pasydy, staged a protest outside the House of Representatives in Nicosia, while the environment committee was holding a session, over the department's understaffing and the unfair attacks often levelled against them.",0,"crowd size=no report",1677016121
